time,close
1483228800,144.366
1483232400,144.366
1483236000,144.366
1483239600,144.366
1483243200,144.366
1483246800,144.366
1483250400,144.366
1483254000,144.366
1483257600,144.366
1483261200,144.366
1483264800,144.366
1483268400,144.366
1483272000,144.366
1483275600,144.366
1483279200,144.366
1483282800,144.366
1483286400,144.366
1483290000,144.366
1483293600,144.366
1483297200,144.366
1483300800,144.366
1483304400,144.366
1483308000,144.236
1483311600,144.15
1485907200,144.157
1485910800,144.24
1485914400,144.284
1485918000,144.209
1485921600,144.253
1485925200,144.225
1485928800,144.235
1485932400,144.57
1485936000,144.815
1485939600,144.74
1485943200,144.375
1485946800,144.399
1485950400,144.41299999999998
1485954000,144.178
1485957600,144.232
1485961200,144.253
1485964800,144.269
1485968400,144.131
1485972000,144.264
1485975600,144.47
1485979200,144.412
1485982800,144.298
1485986400,144.003
1485990000,144.244
1488326400,144.214
1488330000,144.364
1488333600,144.346
1488337200,144.412
1488340800,144.349
1488344400,144.27700000000002
1488348000,144.558
1488351600,144.78
1488355200,144.595
1488358800,145.186
1488362400,145.197
1488366000,145.278
1488369600,144.975
1488373200,144.998
1488376800,144.85
1488380400,144.454
1488384000,144.225
1488387600,143.971
1488391200,143.904
1488394800,143.981
1488398400,144.018
1488402000,144.107
1488405600,144.049
1488409200,144.02200000000002
1491001200,144.224
1491004800,144.532
1491008400,144.341
1491012000,144.359
1491015600,144.446
1491019200,144.58700000000002
1491022800,144.579
1491026400,144.738
1491030000,144.37
1491033600,144.485
1491037200,144.168
1491040800,144.415
1491044400,144.352
1491048000,144.463
1491051600,143.99200000000002
1491055200,144.072
1491058800,144.327
1491062400,144.565
1491066000,144.707
1491069600,144.812
1491073200,144.645
1491076800,144.428
1491080400,144.44899999999998
1491084000,144.36
1493593200,143.681
1493596800,143.656
1493600400,143.53799999999998
1493604000,143.511
1493607600,143.575
1493611200,143.704
1493614800,143.025
1493618400,142.804
1493622000,142.809
1493625600,143.48
1493629200,143.503
1493632800,143.524
1493636400,143.314
1493640000,143.196
1493643600,142.95600000000002
1493647200,143.494
1493650800,143.32299999999998
1493654400,143.312
1493658000,143.572
1493661600,143.438
1493665200,143.481
1493668800,143.19899999999998
1493672400,143.308
1493676000,143.27100000000002
1496271600,143.548
1496275200,143.58100000000002
1496278800,143.49200000000002
1496282400,143.44299999999998
1496286000,143.53799999999998
1496289600,143.515
1496293200,143.80100000000002
1496296800,143.912
1496300400,143.77700000000002
1496304000,143.642
1496307600,143.233
1496311200,143.457
1496314800,143.623
1496318400,143.80700000000002
1496322000,143.67600000000002
1496325600,143.498
1496329200,143.887
1496332800,143.763
1496336400,143.686
1496340000,143.66299999999998
1496343600,143.721
1496347200,143.657
1496350800,143.657
1496354400,143.657
1498863600,143.657
1498867200,143.657
1498870800,143.657
1498874400,143.657
1498878000,143.657
1498881600,143.657
1498885200,143.657
1498888800,143.657
1498892400,143.657
1498896000,143.657
1498899600,143.657
1498903200,143.657
1498906800,143.657
1498910400,143.657
1498914000,143.657
1498917600,143.657
1498921200,143.657
1498924800,143.657
1498928400,143.657
1498932000,143.657
1498935600,143.657
1498939200,143.657
1498942800,143.657
1498946400,143.657
1501542000,143.657
1501545600,143.657
1501549200,143.657
1501552800,143.657
1501556400,143.657
1501560000,143.657
1501563600,143.657
1501567200,143.657
1501570800,143.657
1501574400,143.657
1501578000,143.657
1501581600,143.657
1501585200,143.657
1501588800,143.657
1501592400,143.657
1501596000,143.657
1501599600,143.657
1501603200,143.657
1501606800,143.657
1501610400,143.657
1501614000,143.657
1501617600,143.657
1501621200,143.586
1501624800,143.594
1504220400,143.679
1504224000,143.812
1504227600,143.738
1504231200,143.737
1504234800,143.7
1504238400,143.149
1504242000,142.965
1504245600,143.017
1504249200,142.66299999999998
1504252800,142.188
1504256400,142.314
1504260000,142.04399999999998
1504263600,141.778
1504267200,141.42
1504270800,141.304
1504274400,141.46
1504278000,141.213
1504281600,141.357
1504285200,141.4
1504288800,141.155
1504292400,141.099
1504296000,141.053
1504299600,141.09799999999998
1504303200,141.155
1506812400,140.982
1506816000,140.93200000000002
1506819600,140.63299999999998
1506823200,140.34799999999998
1506826800,140.284
1506830400,140.442
1506834000,140.547
1506837600,140.707
1506841200,140.261
1506844800,140.89700000000002
1506848400,140.754
1506852000,140.78
1506855600,141.17600000000002
1506859200,141.20600000000002
1506862800,140.612
1506866400,140.63299999999998
1506870000,140.81
1506873600,140.839
1506877200,140.745
1506880800,140.814
1506884400,140.7
1506888000,140.94299999999998
1506891600,141.001
1506895200,141.063
1509494400,141.191
1509498000,141.219
1509501600,141.293
1509505200,141.175
1509508800,141.136
1509512400,140.982
1509516000,140.985
1509519600,141.138
1509523200,140.945
1509526800,140.821
1509530400,141.13
1509534000,140.97899999999998
1509537600,140.84799999999998
1509541200,140.828
1509544800,141.102
1509548400,140.72
1509552000,140.868
1509555600,140.283
1509559200,140.627
1509562800,140.89600000000002
1509566400,140.828
1509570000,140.88299999999998
1509573600,140.841
1509577200,140.519
1512086400,140.24200000000002
1512090000,140.056
1512093600,139.969
1512097200,139.714
1512100800,139.93200000000002
1512104400,139.75799999999998
1512108000,139.931
1512111600,140.149
1512115200,140.037
1512118800,139.88299999999998
1512122400,140.116
1512126000,140.342
1512129600,140.16899999999998
1512133200,140.352
1512136800,140.292
1512140400,139.322
1512144000,139.05
1512147600,138.977
1512151200,139.08700000000002
1512154800,139.485
1512158400,139.46200000000002
1512162000,139.455
1512165600,139.49200000000002
1512169200,139.49
1484265600,139.81
1484269200,139.877
1484272800,139.917
1484276400,139.898
1484280000,139.841
1484283600,139.787
1484287200,139.524
1484290800,139.56
1484294400,139.851
1484298000,139.938
1484301600,140.196
1484305200,139.727
1484308800,139.349
1484312400,139.63299999999998
1484316000,139.921
1484319600,140.095
1484323200,140.29399999999998
1484326800,140.06
1484330400,139.726
1484334000,139.506
1484337600,139.637
1484341200,139.423
1484344800,139.423
1484348400,139.423
1484352000,139.423
1484355600,139.423
1484359200,139.423
1484362800,139.423
1484366400,139.423
1484370000,139.423
1484373600,139.423
1484377200,139.423
1484380800,139.423
1484384400,139.423
1484388000,139.423
1484391600,139.423
1484395200,139.423
1484398800,139.423
1484402400,139.423
1484406000,139.423
1484409600,139.423
1484413200,139.423
1484416800,139.423
1484420400,139.423
1484424000,139.423
1484427600,139.423
1484431200,139.423
1484434800,139.423
1484438400,139.423
1484442000,139.423
1484445600,139.423
1484449200,139.423
1484452800,139.423
1484456400,139.423
1484460000,139.423
1484463600,139.423
1484467200,139.423
1484470800,139.423
1484474400,139.423
1484478000,139.423
1484481600,139.423
1484485200,139.423
1484488800,139.423
1484492400,139.423
1484496000,139.423
1484499600,139.423
1484503200,139.423
1484506800,139.423
1484510400,139.423
1484514000,139.423
1484517600,137.829
1484521200,137.497
1484524800,137.762
1484528400,137.571
1484532000,137.211
1484535600,137.293
1484539200,137.312
1484542800,137.157
1484546400,136.94299999999998
1484550000,137.375
1484553600,137.49
1484557200,137.82299999999998
1484560800,137.785
1484564400,137.593
1484568000,137.681
1484571600,137.63
1484575200,137.637
1484578800,137.648
1484582400,137.408
1484586000,137.70600000000002
1484589600,137.64
1484593200,137.475
1484596800,137.458
1484600400,137.54
1484604000,137.148
1484607600,137.441
1484611200,137.428
1484614800,137.56
1484618400,137.585
1484622000,137.657
1484625600,137.532
1484629200,137.333
1484632800,137.30100000000002
1484636400,137.309
1484640000,137.219
1484643600,137.541
1484647200,137.502
1484650800,138.054
1484654400,139.84799999999998
1484658000,139.503
1484661600,139.936
1484665200,139.96200000000002
1484668800,139.877
1484672400,139.833
1484676000,139.97299999999998
1484679600,139.642
1484683200,139.64600000000002
1484686800,139.784
1484690400,139.885
1484694000,139.845
1484697600,139.561
1484701200,139.616
1484704800,139.45
1484708400,139.537
1484712000,139.497
1484715600,139.759
1484719200,139.86
1484722800,139.69
1484726400,139.51
1484730000,139.517
1484733600,139.559
1484737200,139.225
1484740800,139.276
1484744400,139.387
1484748000,139.51
1484751600,139.806
1484755200,139.57299999999998
