time,close
1483228800,123.117
1483232400,123.117
1483236000,123.117
1483239600,123.117
1483243200,123.117
1483246800,123.117
1483250400,123.117
1483254000,123.117
1483257600,123.117
1483261200,123.117
1483264800,123.117
1483268400,123.117
1483272000,123.117
1483275600,123.117
1483279200,123.117
1483282800,123.117
1483286400,123.117
1483290000,123.117
1483293600,123.117
1483297200,123.117
1483300800,123.117
1483304400,123.117
1483308000,122.90100000000001
1483311600,122.87799999999999
1485907200,122.84200000000001
1485910800,122.86200000000001
1485914400,122.86399999999999
1485918000,122.853
1485921600,122.865
1485925200,122.83200000000001
1485928800,122.874
1485932400,123.17
1485936000,123.13
1485939600,123.137
1485943200,122.985
1485946800,123.016
1485950400,122.96799999999999
1485954000,122.803
1485957600,122.914
1485961200,122.887
1485964800,122.89200000000001
1485968400,122.82600000000001
1485972000,122.882
1485975600,122.98200000000001
1485979200,122.962
1485982800,122.82
1485986400,122.743
1485990000,122.825
1488326400,122.833
1488330000,122.96799999999999
1488333600,122.93
1488337200,123.069
1488340800,123.054
1488344400,122.99799999999999
1488348000,123.22399999999999
1488351600,123.259
1488355200,123.196
1488358800,122.9
1488362400,122.95200000000001
1488366000,122.85700000000001
1488369600,122.76299999999999
1488373200,122.80799999999999
1488376800,122.85600000000001
1488380400,122.573
1488384000,122.575
1488387600,122.447
1488391200,122.46700000000001
1488394800,122.505
1488398400,122.462
1488402000,122.51
1488405600,122.51299999999999
1488409200,122.542
1491001200,122.596
1491004800,122.79299999999999
1491008400,122.73
1491012000,122.71700000000001
1491015600,122.755
1491019200,122.87899999999999
1491022800,122.85
1491026400,122.92200000000001
1491030000,122.868
1491033600,122.84200000000001
1491037200,122.68700000000001
1491040800,122.652
1491044400,122.615
1491048000,122.67399999999999
1491051600,122.588
1491055200,122.76700000000001
1491058800,122.961
1491062400,122.91799999999999
1491066000,123.007
1491069600,123.08200000000001
1491073200,123.064
1491076800,122.936
1491080400,122.98
1491084000,122.959
1493593200,122.655
1493596800,122.59299999999999
1493600400,122.53
1493604000,122.539
1493607600,122.52600000000001
1493611200,122.79299999999999
1493614800,122.306
1493618400,122.43700000000001
1493622000,122.335
1493625600,122.508
1493629200,122.464
1493632800,122.426
1493636400,122.387
1493640000,122.335
1493643600,122.346
1493647200,122.458
1493650800,122.38600000000001
1493654400,122.31299999999999
1493658000,122.469
1493661600,122.431
1493665200,122.492
1493668800,122.34100000000001
1493672400,122.39200000000001
1493676000,122.31299999999999
1496271600,122.556
1496275200,122.68799999999999
1496278800,122.59
1496282400,122.59100000000001
1496286000,122.677
1496289600,122.68799999999999
1496293200,122.919
1496296800,123.057
1496300400,122.961
1496304000,122.939
1496307600,122.786
1496311200,122.81
1496314800,122.859
1496318400,122.919
1496322000,123.102
1496325600,123.167
1496329200,123.39200000000001
1496332800,123.303
1496336400,123.33200000000001
1496340000,123.236
1496343600,123.272
1496347200,123.163
1496350800,123.163
1496354400,123.163
1498863600,123.163
1498867200,123.163
1498870800,123.163
1498874400,123.163
1498878000,123.163
1498881600,123.163
1498885200,123.163
1498888800,123.163
1498892400,123.163
1498896000,123.163
1498899600,123.163
1498903200,123.163
1498906800,123.163
1498910400,123.163
1498914000,123.163
1498917600,123.163
1498921200,123.163
1498924800,123.163
1498928400,123.163
1498932000,123.163
1498935600,123.163
1498939200,123.163
1498942800,123.163
1498946400,123.163
1501542000,123.163
1501545600,123.163
1501549200,123.163
1501552800,123.163
1501556400,123.163
1501560000,123.163
1501563600,123.163
1501567200,123.163
1501570800,123.163
1501574400,123.163
1501578000,123.163
1501581600,123.163
1501585200,123.163
1501588800,123.163
1501592400,123.163
1501596000,123.163
1501599600,123.163
1501603200,123.163
1501606800,123.163
1501610400,123.163
1501614000,123.163
1501617600,123.163
1501621200,123.41799999999999
1501624800,123.354
1504220400,123.45299999999999
1504224000,123.575
1504227600,123.561
1504231200,123.602
1504234800,123.679
1504238400,123.617
1504242000,123.639
1504245600,123.70299999999999
1504249200,123.56200000000001
1504252800,123.206
1504256400,123.109
1504260000,122.87700000000001
1504263600,122.76899999999999
1504267200,122.743
1504270800,122.59200000000001
1504274400,122.936
1504278000,122.762
1504281600,122.79799999999999
1504285200,122.837
1504288800,122.76
1504292400,122.631
1504296000,122.65700000000001
1504299600,122.68299999999999
1504303200,122.78399999999999
1506812400,122.87299999999999
1506816000,122.831
1506819600,122.633
1506823200,122.446
1506826800,122.488
1506830400,122.618
1506834000,122.648
1506837600,122.76299999999999
1506841200,122.7
1506844800,122.916
1506848400,122.661
1506852000,122.64299999999999
1506855600,122.81700000000001
1506859200,122.74700000000001
1506862800,122.512
1506866400,122.287
1506870000,122.383
1506873600,122.336
1506877200,122.18700000000001
1506880800,122.214
1506884400,122.132
1506888000,122.169
1506891600,122.273
1506895200,122.26799999999999
1509494400,122.37899999999999
1509498000,122.428
1509501600,122.486
1509505200,122.34299999999999
1509508800,122.458
1509512400,122.338
1509516000,122.446
1509519600,122.53299999999999
1509523200,122.431
1509526800,122.387
