time,close
1483228800,1.23399
1483232400,1.23399
1483236000,1.23399
1483239600,1.23399
1483243200,1.23399
1483246800,1.23399
1483250400,1.23399
1483254000,1.23399
1483257600,1.23399
1483261200,1.23399
1483264800,1.23399
1483268400,1.23399
1483272000,1.23399
1483275600,1.23399
1483279200,1.23399
1483282800,1.23399
1483286400,1.23399
1483290000,1.23399
1483293600,1.23399
1483297200,1.23399
1483300800,1.23399
1483304400,1.23399
1483308000,1.23375
1483311600,1.2342600000000001
1485907200,1.23466
1485910800,1.23504
1485914400,1.23511
1485918000,1.23451
1485921600,1.23433
1485925200,1.23411
1485928800,1.23383
1485932400,1.23435
1485936000,1.2335399999999999
1485939600,1.23242
1485943200,1.2302
1485946800,1.22984
1485950400,1.2292299999999998
1485954000,1.2286299999999999
1485957600,1.22872
1485961200,1.2291100000000001
1485964800,1.22927
1485968400,1.22799
1485972000,1.22797
1485975600,1.22854
1485979200,1.22821
1485982800,1.2274399999999999
1485986400,1.22751
1485990000,1.22804
1488326400,1.22881
1488330000,1.22983
1488333600,1.2297
1488337200,1.23033
1488340800,1.23035
1488344400,1.22956
1488348000,1.2303899999999999
1488351600,1.22865
1488355200,1.22475
1488358800,1.2288
1488362400,1.22774
1488366000,1.22909
1488369600,1.22698
1488373200,1.22688
1488376800,1.22492
1488380400,1.22386
1488384000,1.22547
1488387600,1.22599
1488391200,1.22376
1488394800,1.22359
1488398400,1.2233
1488402000,1.2236
1488405600,1.22379
1488409200,1.2243600000000001
1491001200,1.2228
1491004800,1.22335
1491008400,1.2238
1491012000,1.22406
1491015600,1.2241
1491019200,1.22451
1491022800,1.22471
1491026400,1.2266
1491030000,1.22591
1491033600,1.22767
1491037200,1.22591
1491040800,1.2283
1491044400,1.22834
1491048000,1.2293100000000001
1491051600,1.22888
1491055200,1.22945
1491058800,1.22956
1491062400,1.2316200000000002
1491066000,1.2325700000000002
1491069600,1.2314200000000002
1491073200,1.23244
1491076800,1.2320799999999998
1491080400,1.2319799999999999
1491084000,1.23242
1493593200,1.2347
1493596800,1.2327
1493600400,1.23187
1493604000,1.23217
1493607600,1.23351
1493611200,1.23371
1493614800,1.23575
1493618400,1.23163
1493622000,1.2275200000000002
1493625600,1.2303600000000001
1493629200,1.2291299999999998
1493632800,1.2302600000000001
1493636400,1.22975
1493640000,1.23268
1493643600,1.23209
1493647200,1.24248
1493650800,1.24127
1493654400,1.2418
1493658000,1.24264
1493661600,1.2409700000000001
1493665200,1.2415200000000002
1493668800,1.24147
1493672400,1.24125
1493676000,1.2420799999999999
