Gmt time,Open,High,Low,Close,Volume
01.01.2017 00:00:00.000,123.117,123.117,123.117,123.117,0
01.01.2017 01:00:00.000,123.117,123.117,123.117,123.117,0
01.01.2017 02:00:00.000,123.117,123.117,123.117,123.117,0
01.01.2017 03:00:00.000,123.117,123.117,123.117,123.117,0
01.01.2017 04:00:00.000,123.117,123.117,123.117,123.117,0
01.01.2017 05:00:00.000,123.117,123.117,123.117,123.117,0
01.01.2017 06:00:00.000,123.117,123.117,123.117,123.117,0
01.01.2017 07:00:00.000,123.117,123.117,123.117,123.117,0
01.01.2017 08:00:00.000,123.117,123.117,123.117,123.117,0
01.01.2017 09:00:00.000,123.117,123.117,123.117,123.117,0
01.01.2017 10:00:00.000,123.117,123.117,123.117,123.117,0
01.01.2017 11:00:00.000,123.117,123.117,123.117,123.117,0
01.01.2017 12:00:00.000,123.117,123.117,123.117,123.117,0
01.01.2017 13:00:00.000,123.117,123.117,123.117,123.117,0
01.01.2017 14:00:00.000,123.117,123.117,123.117,123.117,0
01.01.2017 15:00:00.000,123.117,123.117,123.117,123.117,0
01.01.2017 16:00:00.000,123.117,123.117,123.117,123.117,0
01.01.2017 17:00:00.000,123.117,123.117,123.117,123.117,0
01.01.2017 18:00:00.000,123.117,123.117,123.117,123.117,0
01.01.2017 19:00:00.000,123.117,123.117,123.117,123.117,0
01.01.2017 20:00:00.000,123.117,123.117,123.117,123.117,0
01.01.2017 21:00:00.000,123.117,123.117,123.117,123.117,0
01.01.2017 22:00:00.000,122.955,123.002,122.884,122.901,41.1
01.01.2017 23:00:00.000,122.933,123.095,122.772,122.878,134.46
02.01.2017 00:00:00.000,122.868,122.918,122.816,122.842,309.85
02.01.2017 01:00:00.000,122.841,123.111,122.833,122.862,436.7
02.01.2017 02:00:00.000,122.863,123.036,122.807,122.864,1527.92
02.01.2017 03:00:00.000,122.861,122.892,122.815,122.853,1477.16
02.01.2017 04:00:00.000,122.854,122.903,122.832,122.865,326.36
02.01.2017 05:00:00.000,122.865,122.931,122.827,122.832,219.64
02.01.2017 06:00:00.000,122.843,122.890,122.827,122.874,850.62
02.01.2017 07:00:00.000,122.874,123.196,122.870,123.170,7380.4102
02.01.2017 08:00:00.000,123.169,123.514,123.112,123.130,10075.7695
02.01.2017 09:00:00.000,123.131,123.184,122.926,123.137,10055.8301
02.01.2017 10:00:00.000,123.138,123.184,122.969,122.985,7632.2002
