Gmt time,Open,High,Low,Close,Volume
01.01.2017 00:00:00.000,144.366,144.366,144.366,144.366,0
01.01.2017 01:00:00.000,144.366,144.366,144.366,144.366,0
01.01.2017 02:00:00.000,144.366,144.366,144.366,144.366,0
01.01.2017 03:00:00.000,144.366,144.366,144.366,144.366,0
01.01.2017 04:00:00.000,144.366,144.366,144.366,144.366,0
01.01.2017 05:00:00.000,144.366,144.366,144.366,144.366,0
01.01.2017 06:00:00.000,144.366,144.366,144.366,144.366,0
01.01.2017 07:00:00.000,144.366,144.366,144.366,144.366,0
01.01.2017 08:00:00.000,144.366,144.366,144.366,144.366,0
01.01.2017 09:00:00.000,144.366,144.366,144.366,144.366,0
01.01.2017 10:00:00.000,144.366,144.366,144.366,144.366,0
01.01.2017 11:00:00.000,144.366,144.366,144.366,144.366,0
01.01.2017 12:00:00.000,144.366,144.366,144.366,144.366,0
01.01.2017 13:00:00.000,144.366,144.366,144.366,144.366,0
01.01.2017 14:00:00.000,144.366,144.366,144.366,144.366,0
01.01.2017 15:00:00.000,144.366,144.366,144.366,144.366,0
01.01.2017 16:00:00.000,144.366,144.366,144.366,144.366,0
01.01.2017 17:00:00.000,144.366,144.366,144.366,144.366,0
01.01.2017 18:00:00.000,144.366,144.366,144.366,144.366,0
01.01.2017 19:00:00.000,144.366,144.366,144.366,144.366,0
01.01.2017 20:00:00.000,144.366,144.366,144.366,144.366,0
01.01.2017 21:00:00.000,144.366,144.366,144.366,144.366,0
01.01.2017 22:00:00.000,144.082,144.339,144.082,144.236,157.83
01.01.2017 23:00:00.000,144.279,144.377,143.971,144.150,285.67
02.01.2017 00:00:00.000,144.151,144.307,144.084,144.157,298.1
02.01.2017 01:00:00.000,144.158,144.403,144.156,144.240,202.4
02.01.2017 02:00:00.000,144.234,144.411,144.211,144.284,381.42
02.01.2017 03:00:00.000,144.289,144.298,144.204,144.209,345.64
02.01.2017 04:00:00.000,144.208,144.267,144.208,144.253,263.08
02.01.2017 05:00:00.000,144.253,144.268,144.225,144.225,364.57
02.01.2017 06:00:00.000,144.226,144.281,144.159,144.235,421.05
02.01.2017 07:00:00.000,144.235,144.618,144.235,144.570,3652.4199
02.01.2017 08:00:00.000,144.570,144.976,144.570,144.815,4514.1802
02.01.2017 09:00:00.000,144.814,144.872,144.600,144.740,7124.29
02.01.2017 10:00:00.000,144.740,144.779,144.335,144.375,6894.3101
02.01.2017 11:00:00.000,144.381,144.447,144.250,144.399,1954.91
02.01.2017 12:00:00.000,144.399,144.478,144.346,144.413,4283.6602
02.01.2017 13:00:00.000,144.417,144.432,144.174,144.178,1752.71
02.01.2017 14:00:00.000,144.173,144.285,144.147,144.232,2393.6599
02.01.2017 15:00:00.000,144.232,144.320,144.184,144.253,6159.4199
02.01.2017 16:00:00.000,144.253,144.311,144.214,144.269,2891.1201
02.01.2017 17:00:00.000,144.269,144.295,144.103,144.131,5904.9302
02.01.2017 18:00:00.000,144.131,144.312,144.103,144.264,4855.1201
02.01.2017 19:00:00.000,144.264,144.517,144.263,144.470,5088.9902
02.01.2017 20:00:00.000,144.470,144.487,144.352,144.412,9974.7002
02.01.2017 21:00:00.000,144.424,144.431,144.257,144.298,4487.46
02.01.2017 22:00:00.000,144.233,144.281,143.970,144.003,1797.75
02.01.2017 23:00:00.000,144.003,144.339,143.974,144.244,9256.0195
03.01.2017 00:00:00.000,144.244,144.317,144.100,144.214,5761.4902
03.01.2017 01:00:00.000,144.210,144.402,144.166,144.364,4412.2002
03.01.2017 02:00:00.000,144.366,144.455,144.286,144.346,4454.2002
03.01.2017 03:00:00.000,144.346,144.426,144.309,144.412,3476.48
03.01.2017 04:00:00.000,144.416,144.457,144.336,144.349,3409.3799
03.01.2017 05:00:00.000,144.351,144.372,144.275,144.277,2492.1299
03.01.2017 06:00:00.000,144.277,144.561,144.231,144.558,4449.7202
03.01.2017 07:00:00.000,144.553,145.059,144.497,144.780,10254.7197
03.01.2017 08:00:00.000,144.792,144.992,144.514,144.595,11548.7305
03.01.2017 09:00:00.000,144.598,145.260,144.596,145.186,13166.96
03.01.2017 10:00:00.000,145.186,145.327,145.056,145.197,9984.3701
03.01.2017 11:00:00.000,145.200,145.397,145.101,145.278,9663.5596
03.01.2017 12:00:00.000,145.277,145.376,144.947,144.975,9735.7402
03.01.2017 13:00:00.000,144.979,145.287,144.844,144.998,9445.5098
03.01.2017 14:00:00.000,144.997,145.060,144.677,144.850,10501.46
03.01.2017 15:00:00.000,144.852,145.031,144.299,144.454,17525.0508
03.01.2017 16:00:00.000,144.455,144.582,144.004,144.225,18602.1992
03.01.2017 17:00:00.000,144.226,144.244,143.958,143.971,9135.1797
03.01.2017 18:00:00.000,143.970,143.995,143.523,143.904,8873.3799
03.01.2017 19:00:00.000,143.911,143.999,143.868,143.981,7643.3198
03.01.2017 20:00:00.000,143.976,144.072,143.832,144.018,7448.21
03.01.2017 21:00:00.000,144.020,144.126,143.914,144.107,3197.8799
03.01.2017 22:00:00.000,144.110,144.145,143.926,144.049,1313.53
03.01.2017 23:00:00.000,144.042,144.063,143.915,144.022,4700.4399
04.01.2017 00:00:00.000,144.026,144.233,143.980,144.224,8452.5898
04.01.2017 01:00:00.000,144.228,144.543,144.179,144.532,9179.2695
04.01.2017 02:00:00.000,144.532,144.532,144.298,144.341,7328.9502
04.01.2017 03:00:00.000,144.341,144.475,144.285,144.359,6189.0698
04.01.2017 04:00:00.000,144.358,144.462,144.334,144.446,4700.6299
04.01.2017 05:00:00.000,144.447,144.672,144.447,144.587,4794.8799
04.01.2017 06:00:00.000,144.584,144.719,144.484,144.579,6672.2998
04.01.2017 07:00:00.000,144.578,144.953,144.507,144.738,9787.3398
04.01.2017 08:00:00.000,144.742,144.758,144.365,144.370,12322.3398
04.01.2017 09:00:00.000,144.369,144.508,144.190,144.485,11427.2598
04.01.2017 10:00:00.000,144.485,144.574,144.096,144.168,10195.2002
04.01.2017 11:00:00.000,144.168,144.420,143.945,144.415,10628.5303
04.01.2017 12:00:00.000,144.415,144.489,144.272,144.352,10240.1396
04.01.2017 13:00:00.000,144.348,144.528,144.263,144.463,10962.3203
04.01.2017 14:00:00.000,144.461,144.501,143.839,143.992,14718.6904
